ФИО,Группа крови,Любимая еда,Наличие публикаций,Наличие золотой медали,Участие в олимпиадах НИУ ВШЭ,Мотивационное письмо,Мечта,Участие в подготовительных курсах НИУ ВШЭ,Частота прогулок,Участие во всероссийских олимпиадах,Хобби,Средний балл ЕГЭ,Участие в волонтерской деятельности,Средний балл аттестата,Любимый цвет,Наличие питомца,Target
Соколова Ольга Сергеевна,II,Бургер,Да,-,Нет,2,Бизнес,Да,Несколько раз в неделю,Да,Спортивные игры,61,Нет,4.132325591331362,Черный,Да,0
Кузнецова Ирина Сергеевна,I,Пицца,Да,Да,Нет,1,Путешествия,-,Редко,Да,Спортивные игры,50,Да,4.137813853815083,Черный,Да,0
Соловьева Ольга Артуровна,III,Салат,Да,-,Нет,2,Бизнес,Нет,Несколько раз в неделю,Нет,Спортивные игры,40,Нет,4.284680337566916,Черный,Нет,0
Петров Андрей Максимович,III,Роллы,Нет,Нет,-,5,Путешествия,Нет,Ежедневно,-,Музыка,79,Да,4.445856545505386,Синий,Да,1
Борисова Татьяна Юрьевна,III,Роллы,Да,Да,Да,4,Наука,Да,Несколько раз в неделю,Да,Музыка,69,Да,4.288979617311647,Зеленый,Нет,1
Иванова Вероника Олеговна,I,Пицца,-,Нет,Нет,1,Путешествия,Нет,Ежедневно,-,Спортивные игры,48,Да,4.549719141114374,Черный,Да,0
Морозов Илья Георгиевич,IV,Суши,Да,Нет,Да,4,Путешествия,Нет,Редко,Да,Музыка,96,Да,4.678957749434578,Зеленый,Нет,1
Попова Людмила Романовна,II,Пицца,Нет,Да,Нет,2,Путешествия,Да,Редко,Да,Чтение,71,Нет,4.088440483267875,Красный,Да,0
Морозова Алиса Владимировна,II,Роллы,Нет,Да,Нет,2,Бизнес,Нет,Ежедневно,Нет,Чтение,75,Нет,4.8164616915336085,Черный,Нет,0
Борисова Елена Викторовна,III,Салат,Нет,Нет,-,1,Бизнес,Да,Редко,-,Чтение,96,Да,4.574181754095597,Черный,Нет,1
Петров Илья Алексеевич,II,Суши,Да,Нет,Нет,3,Семья,Да,Редко,Нет,Чтение,65,Да,4.263430447698235,Черный,Да,0
Смирнова Вероника Андреевна,I,Суши,Нет,Нет,Нет,4,Наука,Да,Редко,-,Музыка,95,Нет,4.624919837231674,Зеленый,Да,0
Зайцева Людмила Егоровна,I,Роллы,Нет,Да,Нет,1,Бизнес,Нет,Редко,Да,Туризм,57,Да,4.629716260814953,Зеленый,Нет,0
Иванов Павел Константинович,II,Роллы,Да,-,Да,1,Наука,Да,Ежедневно,Да,Кино,53,Нет,4.351760012495647,Зеленый,Нет,1
Сидоров Владимир Максимович,III,Суши,Нет,Нет,Нет,5,Бизнес,Да,Несколько раз в неделю,Нет,Спортивные игры,72,Нет,4.840386937670922,Зеленый,Нет,0
Сидорова Анастасия Андреевна,II,Роллы,Нет,Да,-,4,Наука,Да,Редко,Нет,Туризм,51,Да,4.957608580622063,Зеленый,Нет,1
Романова Мария Николаевна,II,Пицца,Да,Нет,Да,4,Семья,Нет,Несколько раз в неделю,Нет,Музыка,48,Нет,4.808739420379054,Синий,Да,0
Соколова Ольга Антоновна,IV,Салат,Да,Нет,Да,2,Наука,Нет,Несколько раз в неделю,Нет,Спортивные игры,52,Нет,4.666597161683275,Зеленый,Да,0
Смирнова Зоя Владимировна,IV,Салат,Нет,Да,Да,2,Карьерный рост,Да,Несколько раз в неделю,Да,Кино,75,Да,4.901014970101241,Зеленый,Нет,1
Соколов Егор Вячеславович,II,Пицца,Нет,Нет,Нет,4,Наука,Нет,Несколько раз в неделю,-,Чтение,71,Нет,4.26101761782947,Черный,Да,0
Борисова Зоя Андреевна,III,Бургер,-,Да,Да,2,Бизнес,Да,Редко,Да,Музыка,74,Нет,4.054945934860887,Зеленый,Нет,1
Козлова Татьяна Ивановна,IV,Салат,Нет,Нет,Да,4,Путешествия,Нет,Ежедневно,Нет,Чтение,77,Да,4.164939507320093,Красный,Да,0
Морозова Ксения Антоновна,I,Бургер,Нет,Нет,Нет,4,Наука,Нет,Несколько раз в неделю,Нет,Музыка,85,Да,4.615214409560164,Черный,Нет,0
Смирнова Вероника Дмитриевна,III,Роллы,Нет,Да,Нет,1,Бизнес,Нет,Несколько раз в неделю,-,Музыка,62,Нет,4.493178419653876,Синий,Да,0
Сидорова Юлия Сергеевна,II,Салат,Да,-,Да,0,Бизнес,Да,Редко,Нет,Музыка,53,Нет,4.055367975692449,Красный,Да,0
Сидорова Алиса Константиновна,I,Роллы,Да,-,Нет,5,Карьерный рост,Нет,Ежедневно,Нет,Спортивные игры,87,Да,4.427585941709655,Черный,Да,0
Борисов Виктор Романович,I,Пицца,Да,Да,-,5,Бизнес,-,Ежедневно,Да,Музыка,94,Нет,4.890867675774345,Черный,Да,1
Соколов Артур Иванович,IV,Салат,Нет,Да,Нет,2,Семья,Да,Несколько раз в неделю,Нет,Кино,48,Да,4.893945054945901,Черный,Да,0
Васильева Зоя Владимировна,III,Роллы,Да,Да,-,3,Путешествия,Да,Ежедневно,-,Музыка,76,Нет,4.961883499109154,Желтый,Нет,1
Лебедева Вероника Сергеевна,III,Салат,Да,Да,Да,0,Семья,Да,Несколько раз в неделю,Да,Спортивные игры,49,-,4.506336563795095,Зеленый,Нет,1
Васильева Вероника Олеговна,I,Пицца,Нет,-,Нет,1,Карьерный рост,Нет,Редко,Нет,Туризм,43,Нет,4.65898705015928,Красный,Да,0
Зайцева Надежда Егоровна,I,Роллы,Да,Нет,Нет,4,Наука,Да,Несколько раз в неделю,Нет,Спортивные игры,57,Да,4.509058390101081,Черный,Да,0
Зайцев Павел Константинович,IV,Роллы,Да,Нет,Да,5,Путешествия,-,Редко,Нет,Музыка,99,Да,4.097638150269684,Черный,Да,1
Зайцева Вероника Ильинична,I,Пицца,Да,Нет,Нет,2,Путешествия,Нет,Ежедневно,Нет,Кино,63,Нет,4.073581203056293,Черный,Да,0
Иванова Ксения Егоровна,IV,Пицца,Да,Нет,Нет,0,Семья,Нет,Несколько раз в неделю,Да,Музыка,84,Да,4.205497080406038,Зеленый,Да,0
Лебедев Георгий Иванович,II,Роллы,Нет,Нет,Нет,5,Бизнес,Да,Редко,Нет,Кино,57,Нет,4.088578915911758,Черный,Да,0
Соловьев Владимир Антонович,III,Пицца,Да,Да,Нет,0,Наука,Да,Редко,Да,Туризм,58,Нет,4.50564561890389,Красный,Нет,1
Кузнецов Егор Романович,III,Суши,Да,Нет,-,2,Семья,Нет,Несколько раз в неделю,Нет,Спортивные игры,76,Да,4.101951178907905,Зеленый,Нет,0
Смирнов Вячеслав Иванович,I,Салат,Нет,Да,Нет,1,Семья,Да,Редко,Нет,Туризм,61,Нет,4.475372650272364,Зеленый,Нет,0
Федоров Андрей Антонович,IV,Пицца,Да,Да,Нет,4,Бизнес,Да,Редко,Да,Туризм,99,Да,4.079326637257995,Синий,Да,1
Васильев Виктор Антонович,IV,Салат,Нет,Да,Нет,4,Путешествия,Да,Ежедневно,Да,Чтение,93,-,4.07459326692967,Синий,Да,1
Федорова Дарья Николаевна,I,Роллы,Да,Да,Нет,2,Семья,Нет,Ежедневно,Нет,Чтение,81,Нет,4.276044780126637,Красный,Да,0
Григорьев Павел Андреевич,III,Суши,Да,Да,Да,1,Путешествия,Нет,Редко,Да,Спортивные игры,64,Да,4.841108137807331,Зеленый,Да,1
Новикова Валерия Егоровна,II,Салат,Да,Нет,Да,3,Путешествия,Да,Редко,Да,Туризм,54,Нет,4.410807427507812,Черный,Да,1
Кузнецов Иван Дмитриевич,II,Пицца,Нет,Да,Да,2,Путешествия,Нет,Редко,Да,Кино,92,-,4.9313815218283645,Красный,Нет,1
Морозов Владимир Алексеевич,III,Бургер,Нет,Да,Да,1,Карьерный рост,Да,Несколько раз в неделю,Да,Туризм,88,Нет,4.231505634955549,Зеленый,Нет,1
Романов Константин Николаевич,III,Бургер,Нет,Да,Да,5,Путешествия,Да,Несколько раз в неделю,Нет,Туризм,71,Нет,4.34449112174754,Зеленый,Да,1
Лебедева Валерия Артуровна,IV,Бургер,-,Нет,Да,4,Карьерный рост,Нет,Редко,Да,Спортивные игры,61,Да,4.665006087244128,Черный,Нет,1
Лебедев Илья Георгиевич,III,Суши,Да,Да,-,5,Путешествия,Да,Ежедневно,Нет,Чтение,75,-,4.928778758921064,Зеленый,Нет,1
Попова Надежда Олеговна,IV,Бургер,Да,Да,Нет,0,Наука,Да,Ежедневно,Нет,Туризм,57,Нет,4.581656025523968,Желтый,Нет,0
Смирнов Илья Константинович,III,Пицца,Да,Нет,Нет,2,Карьерный рост,Нет,Несколько раз в неделю,Да,Туризм,51,Да,4.603837173229175,Красный,Нет,0
Зайцева Анастасия Юрьевна,II,Суши,Да,Да,Нет,3,Наука,Нет,Ежедневно,Нет,Туризм,96,-,4.880435796427778,Желтый,Нет,0
Попов Павел Сергеевич,III,Бургер,Нет,Нет,Нет,5,Бизнес,Нет,Несколько раз в неделю,Нет,Чтение,59,Да,4.235320780367382,Черный,Да,0
Федоров Виктор Викторович,I,Пицца,Нет,Да,Нет,5,Семья,Нет,Редко,Нет,Спортивные игры,59,Нет,4.1564258918026455,Желтый,Да,0
Кузнецов Роман Антонович,I,Бургер,Да,Нет,Нет,5,Карьерный рост,Да,Несколько раз в неделю,Нет,Музыка,57,Да,4.647004297351439,Желтый,Да,0
Кузнецов Константин Ильич,II,Суши,Да,Да,Нет,0,Наука,Нет,Несколько раз в неделю,Нет,Туризм,97,Да,4.136242446421508,Зеленый,Да,0
Морозов Юрий Ильич,III,Роллы,Да,Да,Нет,4,Бизнес,Нет,Ежедневно,Нет,Кино,62,-,4.949169557576012,Черный,Нет,0
Волкова Ирина Юрьевна,III,Салат,Нет,Нет,Да,1,Бизнес,Нет,Ежедневно,Нет,Спортивные игры,83,Да,4.449220794155577,Синий,Нет,0
